Station Name,Country,County,Operator,Visited,Visit Date,Favorite,Latitude,Longitude,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,201,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998
Boston,England,Lincolnshire,East Midlands Railway,No,,,52.97808835,-0.031003237,,"200,092","170,976","59,220","210,854","226,940","217,844","211,824","207,368","209,618","206,994","213,034","216,818","207,822","205,046","198,898","204,268","208,880","219,327","221,405",n/a,"209,417","207,303","203,119","195,614","195,395","133,310"
Botley ,England,Hampshire,South Western Railway,No,,,50.91645462,-1.259236505,,"125,444","104,380","34,436","136,918","156,754","162,070","163,836","157,654","154,388","143,280","142,846","135,464","135,936","130,460","120,054","99,200","91,700","87,987","80,925",n/a,"69,663","66,356","65,368","58,937","56,271","56,385"
Bottesford,England,Leicestershire,East Midlands Railway,No,,,52.94461417,-0.794842712,,"48,508","35,752","9,368","62,464","63,628","64,722","65,464","61,268","57,446","47,422","50,820","57,488","52,378","50,902","51,498","48,905","40,514","31,191","29,251",n/a,"25,215","26,634","30,528","27,542","22,491","22,798"
Bourne End,England,Buckinghamshire,Great Western Railway,No,,,51.57711736,-0.710473547,,"194,058","166,912","61,366","261,122","266,376","243,296","257,156","251,288","244,818","252,244","249,672","239,870","237,216","211,690","228,978","233,195","238,018","240,163","253,787",n/a,"243,180","244,373","251,720","232,470","219,359","215,287"
Bournemouth,England,Dorset,South Western Railway,No,,,50.72727466,-1.864503165,,"2,430,124","2,010,170","698,046","2,526,398","2,751,866","2,721,494","2,755,772","2,688,160","2,624,682","2,623,628","2,505,754","2,604,162","2,582,864","2,519,100","2,542,092","2,455,927","2,310,099","2,120,747","2,199,464",n/a,"2,108,166","2,020,414","1,971,227","1,901,481","1,779,697","1,690,183"
Bourneville,England,West Midlands,West Midlands Railway,No,,,52.42696458,-1.926424059,,"702,378","510,706","199,738","1,319,408","1,331,472","1,218,288","1,167,304","1,106,334","1,034,224","1,027,470","976,424","984,150","785,842","772,234","764,076","466,944","405,876","374,809","342,156",n/a,"295,231","278,547","260,693","255,877","255,814","231,982"
Bow Brickhill,England,Buckinghamshire,West Midlands Railway,No,,,52.00430018,-0.696077834,,"18,532","17,046","12,178","41,340","43,410","38,846","40,626","43,016","40,918","36,836","34,116","33,638","35,894","26,938","31,640","28,648","26,993","19,336","22,415",n/a,"24,928","21,835","21,262","23,772","23,548","25,019"
Bow Street,Wales,Sir Ceredigion - Ceredigion,Transport for Wales,No,,,52.43991,-4.03035,,"23,282","13,694",306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,n/a,N/A,N/A,N/A,N/A,N/A,N/A
Bowes Park,England,London (City Of),GTR,No,,,51.60701038,-0.120581955,,"402,952","306,554","157,546","672,086","788,328","863,586","869,578","918,126","958,680","968,580","957,914","814,584","725,062","617,792","559,322","559,055","313,738","213,675","174,304",n/a,"218,185","189,509","172,093","178,739","150,138","132,903"
Bowling,Scotland,West Dunbartonshire,ScotRail,No,,,55.9310849,-4.493842619,,"25,434","18,274","5,320","50,366","61,326","43,894","34,438","58,878","55,014","55,820","33,948","32,502","31,784","43,916","96,012","121,129","113,598","129,518","113,682",n/a,"151,079","154,921","168,664","194,348","170,119","144,687"
Box Hill & Westhumble ,England,Surrey,GTR,No,,,51.25401068,-0.328489953,,"105,948","93,512","48,982","115,152","102,486","98,210","97,854","101,864","102,914","83,914","103,962","81,126","62,772","58,588","53,682","51,376","44,548","42,204","43,255",n/a,"36,070","33,476","38,309","49,643","44,836","43,955"
Bracknell,England,Berkshire,South Western Railway,No,,,51.41309141,-0.75170365,,"1,490,668","1,190,856","469,584","2,179,272","2,328,350","2,311,474","2,354,570","2,386,098","2,315,218","2,207,932","2,050,564","1,998,604","1,976,868","1,850,372","1,971,718","1,978,831","1,837,642","1,735,335","1,684,705",n/a,"1,559,421","1,575,296","1,742,655","1,688,890","1,444,734","1,312,779"
Bradford Forster Square,England,West Yorkshire,Northern,No,,,53.79692562,-1.752961738,,"1,437,732","1,301,266","614,708","1,946,622","1,994,854","2,027,260","2,112,894","2,065,658","2,080,602","2,043,974","2,043,728","2,160,282","2,118,109","1,955,024","1,971,327","1,529,174","1,388,668","394,391","403,577",n/a,"327,682","335,826","329,249","317,662","291,914","246,793"
Bradford Interchange,England,West Yorkshire,Northern,No,,,53.79107645,-1.7495959,,"2,224,912","1,762,388","662,282","2,675,278","2,609,372","2,768,436","2,976,052","2,993,340","2,922,956","2,990,294","3,004,718","2,876,716","2,803,554","2,274,096","2,225,363","1,517,280","1,514,705","2,482,799","2,401,201",n/a,"1,848,319","1,762,901","1,995,451","2,160,473","2,020,839","1,918,503"
Bradford-on-Avon,England,Wiltshire,Great Western Railway,No,,,51.34491616,-2.252326939,,"426,700","351,558","117,522","550,720","534,086","525,968","543,246","524,180","534,946","499,466","482,196","455,314","416,602","377,774","343,638","290,527","259,775","250,514","254,354",n/a,"220,558","217,180","211,968","214,998","191,379","187,957"
Brading,England,Isle Of Wight,South Western Railway,No,,,50.67837207,-1.13872245,,"16,378","10,410","4,276","32,842","42,170","45,848","48,500","43,846","50,954","55,594","60,540","67,834","63,872","61,406","65,794","60,680","68,841","69,074","66,932",n/a,"73,546","71,921","69,024","69,441","62,007","63,106"
Braintree,England,Essex,Greater Anglia,No,,,51.87538907,0.556686983,,"524,782","460,478","174,914","730,086","727,982","746,512","788,006","803,716","808,240","806,471","814,944","819,498","831,670","813,182","907,798","892,412","845,994","779,149","760,653",n/a,"763,399","725,977","669,115","661,612","592,982","503,582"
Braintree Freeport,England,Essex,Greater Anglia,No,,,51.86941351,0.568434688,,"109,306","91,046","26,098","109,536","91,574","78,160","82,698","73,362","72,354","73,614","59,530","55,936","64,728","57,928","53,610","37,038","29,099","22,156","24,438",n/a,"19,986","16,877","12,804",:,:,:
Bramhall,England,Greater Manchester,Northern,No,,,53.36061452,-2.163592881,,"149,308","138,206","38,604","311,620","326,008","297,848","302,912","289,976","265,308","274,442","265,718","246,652","230,410","226,048","233,946","165,544","164,284","144,974","109,079",n/a,"117,793","130,874","142,711","157,441","157,511","175,612"
Bramley (Hampshire),England,Hampshire,Great Western Railway,No,,,51.33029327,-1.061002784,,"219,520","182,602","87,738","301,732","301,134","282,618","290,932","273,790","277,720","250,400","256,238","252,764","250,768","232,020","218,546","205,630","197,973","208,161","216,751",n/a,"235,159","234,455","234,749","223,244","196,718","189,428"
Bramley (West Yorkshire),England,West Yorkshire,Northern,No,,,53.80534976,-1.637206354,,"258,202","195,548","71,306","352,482","335,624","338,140","345,974","315,342","305,580","317,132","299,482","336,538","315,482","252,986","242,980","173,215","165,535","154,249","136,736",n/a,"86,293","67,539","83,483","116,710","112,305","92,701"
Brampton (Cumbria),England,Cumbria,Northern,No,,,54.93239301,-2.702947603,,"9,960","11,956","3,880","15,850","17,032","18,540","17,708","18,860","19,174","17,821","14,722","11,896","9,622","10,456","9,798","9,795","9,083","9,700","9,197",n/a,"7,004","5,927","7,433","7,167","7,143","6,332"
Brampton (Suffolk),England,Suffolk,Greater Anglia,No,,,52.39543077,1.543810467,,"9,390","7,674","1,342","9,858","9,532","9,004","7,842","8,630","8,968","7,284","6,628","6,052","6,826","5,980","6,440","5,569","5,229","5,033","4,609",n/a,"4,457","5,809","4,498","4,506","3,870","3,117"
Branchton,Scotland,Inverclyde,ScotRail,No,,,55.9406016,-4.803549359,,"88,506","68,962","18,714","107,050","110,698","115,902","113,200","121,696","117,404","114,192","108,114","98,692","97,140","93,632","94,320","76,781","69,969","72,152","62,198",n/a,"58,912","56,993","55,589","55,310","56,404","127,286"
Brandon,England,Norfolk,Greater Anglia,No,,,52.45400473,0.624731735,,"115,102","93,682","26,804","111,572","117,798","115,928","112,670","106,302","103,196","102,090","101,396","89,638","84,648","71,406","65,342","50,232","35,656","32,086","23,556",n/a,"22,167","20,563","18,204","16,257","15,969","13,923"
Branksome,England,Dorset,South Western Railway,No,,,50.72696603,-1.919758428,,"202,464","149,928","56,690","290,598","286,162","287,516","291,532","282,650","256,342","258,816","242,610","230,688","233,162","205,478","214,914","218,298","189,961","168,831","159,072",n/a,"138,994","133,783","140,644","142,263","139,106","133,958"
Braystones,England,Cumbria,Northern,No,,,54.43936405,-3.541826439,,"1,282","1,476",354,"1,374","1,036",992,956,"1,028",892,620,"1,046",966,"1,970","1,964","1,096",876,706,966,"1,679",n/a,"1,636","2,413","1,907","2,880","1,962","1,570"
Bredbury,England,Greater Manchester,Northern,No,,,53.4231551,-2.110488303,,"156,446","141,336","48,242","239,204","232,302","215,798","214,500","211,006","215,662","214,550","215,162","188,176","176,832","158,626","157,162","109,355","128,878","131,785","125,173",n/a,"99,840","100,328","102,593","96,309","90,716","87,680"
Breich,Scotland,West Lothian,ScotRail,No,,,55.82731648,-3.668125869,,"4,484","3,638",220,"2,550",342,102,48,138,92,64,102,90,68,116,200,303,75,53,118,n/a,691,440,241,531,115,136
Brent Cross West,England,London (City Of),GTR,No,,,51.5688,-0.2265,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,n/a,N/A,N/A,N/A,N/A,N/A,N/A
Brentford,England,London (City Of),South Western Railway,No,,,51.48754571,-0.309650996,,"897,678","806,012","413,654","1,720,186","1,762,670","1,767,584","1,857,608","1,926,198","1,700,002","1,527,764","1,440,306","1,386,216","1,269,148","1,116,026","1,093,834","1,161,664","914,790","514,596","517,740",n/a,"285,613","230,421","238,288","204,265","179,791","133,304"
Brentwood,England,Essex,Elizabeth Line,No,,,51.61360305,0.299585779,,"2,849,612","1,860,822","834,604","3,132,758","3,210,516","2,992,072","2,883,890","2,818,560","2,871,330","2,809,578","2,701,998","2,495,480","2,420,930","2,322,842","2,557,092","2,520,143","2,479,150","2,535,139","2,475,272",n/a,"2,361,639","2,271,548","2,207,093","2,144,435","2,054,698","1,886,526"
Bricket Wood,England,Hertfordshire,West Midlands Railway,No,,,51.70542678,-0.35911504,,"21,708","13,060","4,978","31,022","36,840","28,618","27,640","28,942","29,242","43,110","46,298","48,254","44,906","42,476","47,304","56,540","49,255","49,374","47,446",n/a,"46,630","51,179","48,870","55,157","49,930","53,760"
Bridge of Allan,Scotland,Stirling,ScotRail,No,,,56.1566398,-3.957229362,,"192,560","136,332","42,486","291,838","290,858","289,060","271,416","278,942","274,972","258,714","248,216","243,470","231,430","235,238","224,598","224,140","191,784","167,080","130,880",n/a,"106,684","115,137","117,464","119,175","112,879","108,688"
Bridge of Orchy,Scotland,Argyll and Bute,ScotRail,No,,,56.51587286,-4.762994007,,"5,390","4,126",986,"5,906","6,490","6,032","5,680","5,880","6,024","5,932","5,726","5,890","6,192","5,416","5,690","5,966","5,108","5,112","4,941",n/a,"4,916","4,320","4,102","4,461","4,080","4,126"
Bridgend,Wales,Pen-y-bont ar Ogwr - Bridgend,Transport for Wales,No,,,51.50697765,-3.575276381,,"1,133,284","937,180","321,576","1,508,294","1,559,076","1,526,620","1,524,162","1,540,674","1,518,220","1,669,880","1,547,098","1,578,766","1,604,944","1,534,664","1,504,498","1,343,580","1,170,507","1,056,552","904,526",n/a,"743,063","708,677","661,202","660,390","624,025","624,798"
Bridgeton,Scotland,Glasgow City,ScotRail,No,,,55.84896768,-4.226057247,,"500,308","476,300","272,742","814,234","715,782","702,290","610,466","631,798","647,014","646,974","617,186","489,326","409,236","393,962","390,860","308,699","286,177","240,092","206,660",n/a,"139,734","171,381","194,885","194,729","197,714","165,298"
Bridgwater,England,Somerset,Great Western Railway,No,,,51.12785953,-2.990405973,,"428,728","351,620","133,410","363,828","365,788","346,448","344,290","312,292","308,856","293,924","286,352","286,686","264,924","237,804","242,394","233,202","199,684","182,267","166,969",n/a,"135,725","124,779","120,941","125,550","119,906","120,076"
Bridlington,England,East Riding of Yorkshire,Northern,No,,,54.08413,-0.198720391,,"504,788","442,558","144,146","484,342","452,690","473,862","463,330","439,150","422,686","423,555","411,826","430,304","417,898","401,594","391,516","388,272","389,024","381,131","375,227",n/a,"353,806","363,510","345,342","344,831","322,312","320,434"
Brierfield,England,Lancashire,Northern,No,,,53.82398238,-2.236490206,,"29,410","27,308","8,976","37,688","25,504","31,350","33,350","31,504","31,548","35,010","35,366","28,382","25,226","20,934","20,006","22,316","18,600","18,539","16,688",n/a,"16,913","20,878","24,216","21,766","18,649","19,094"
Brigg,England,Lincolnshire,Northern,No,,,53.54914427,-0.486124758,,288,632,130,"1,678",928,"1,688","1,710","1,172","1,000",922,794,692,702,414,554,629,665,746,580,n/a,204,254,194,325,315,194
Brighouse,England,West Yorkshire,Northern,No,,,53.69819854,-1.77943904,,"329,782","287,364","89,736","397,012","388,522","404,886","427,758","416,094","384,922","371,666","349,036","267,020","223,186","179,500","146,714","89,309","87,073","72,229","64,419",n/a,"40,983","43,046","47,564",:,:,:
Brighton,England,East Sussex,GTR,No,,,50.82900327,-0.141280363,,"14,052,890","11,228,212","4,149,082","17,355,572","17,384,634","16,928,728","15,993,072","17,333,326","17,170,740","16,940,764","16,187,024","16,052,520","14,493,010","13,741,582","13,806,628","13,474,555","12,853,442","11,854,512","11,295,080",n/a,"10,368,208","10,153,601","9,282,656","8,930,490","8,309,344","7,376,192"
Brimsdown,England,London (City Of),Greater Anglia,No,,,51.65558172,-0.030817433,,"937,572","821,934","501,158","1,058,308","988,074","969,748","1,044,968","978,310","764,160","658,160","598,966","508,416","465,520","453,426","518,704","586,037","460,844","315,148","328,654",n/a,"348,347","325,023","305,325","275,203","257,084","201,315"
Brinnington,England,Greater Manchester,Northern,No,,,53.43211828,-2.13512015,,"82,072","78,476","32,852","109,278","98,004","83,442","79,512","78,548","71,648","74,722","75,816","79,282","75,128","70,816","62,018","52,305","53,495","59,217","59,436",n/a,"50,977","57,539","59,500","58,373","61,271","57,153"
Bristol Parkway,England,Gloucestershire,Great Western Railway,No,,,51.51380367,-2.542163431,,"1,823,646","1,414,120","366,904","2,371,812","2,208,904","2,324,796","2,499,246","2,511,016","2,340,506","2,215,810","2,255,298","2,262,000","2,114,876","2,041,548","2,084,200","1,897,941","1,789,848","1,633,280","1,456,350",n/a,"1,293,192","1,186,548","1,089,039","1,065,950","1,024,713","984,712"
Bristol Temple Meads,England,Bristol,Network Rail,No,,,51.44914642,-2.581315627,,"9,291,680","6,627,950","2,032,828","11,619,360","11,367,652","11,350,114","11,336,806","10,711,464","10,099,526","9,522,840","9,099,368","8,884,626","8,409,340","7,875,686","7,829,628","7,082,102","6,548,859","6,066,239","5,641,372",n/a,"5,177,118","4,680,753","4,184,675","4,042,916","3,871,646","3,688,553"
Brithdir,Wales,Caerffili - Caerphilly,Transport for Wales,No,,,51.71030606,-3.228720779,,"12,370","9,140","1,934","10,608","13,094","14,408","15,254","14,928","15,586","13,516","11,066","10,964","10,380","11,308","9,904","10,009","11,039","9,926","14,695",n/a,"20,395","25,110","27,097","24,480","21,497","20,879"
Briton Ferry,Wales,Castell-nedd Port Talbot - Neath Port Talbot,Transport for Wales,No,,,51.6379005,-3.81925304,,"25,422","20,962","6,902","33,618","35,256","33,868","36,900","35,224","36,872","35,370","30,798","32,492","31,748","28,974","24,874","22,656","18,332","18,019","18,687",n/a,"22,869","22,175","20,823","25,992","32,460","33,139"
Brixton,England,London (City Of),Southeastern,No,,,51.46329741,-0.114183479,,"704,160","645,718","298,874","1,131,682","1,227,746","1,338,068","1,344,198","1,282,232","1,055,340","942,548","896,848","843,786","785,610","687,127","656,286","641,523","652,422","412,621","381,182",n/a,"320,050","307,163","299,240","290,151","257,019","121,458"
Broad Green,England,Merseyside,Northern,No,,,53.40650632,-2.893484378,,"367,552","304,598","106,760","482,604","423,710","692,018","646,528","622,400","575,614","580,760","633,378","661,458","642,608","594,678","607,974","218,284","209,863","210,252","169,529",n/a,"127,945","144,805","154,520","161,585","155,110","147,753"
Broadbottom,England,Greater Manchester,Northern,No,,,53.44097539,-2.016521017,,"102,844","99,086","35,400","202,140","197,316","163,900","158,652","143,514","151,698","155,826","149,250","132,916","126,480","119,014","121,858","98,055","96,795","107,315","97,743",n/a,"82,339","83,594","89,112","87,322","92,566","92,606"
Broadstairs,England,Kent,Southeastern,No,,,51.36067061,1.433560428,,"631,408","494,548","188,266","746,960","798,842","764,050","710,318","662,898","606,420","580,227","556,450","571,076","553,912","525,362","557,710","537,275","498,262","486,005","449,134",n/a,"443,220","453,720","437,834","399,790","378,163","388,127"
Brockenhurst ,England,Hampshire,South Western Railway,No,,,50.81684181,-1.573531173,,"799,132","733,582","230,602","1,002,572","1,072,642","1,085,806","958,902","1,094,160","1,057,346","1,156,246","1,145,402","1,195,938","1,354,964","1,249,094","1,223,036","1,188,066","1,128,079","1,013,424","939,843",n/a,"924,115","857,429","802,685","772,358","728,321","777,501"
Brockholes,England,West Yorkshire,Northern,No,,,53.59697304,-1.76969142,,"34,750","31,306","10,216","50,848","56,236","57,926","60,082","61,974","57,720","59,260","49,460","54,136","54,018","49,622","48,826","37,414","34,493","32,943","31,896",n/a,"28,364","32,864","34,583","37,242","33,711","31,407"
Brockley,England,London (City Of),London Overground,No,,,51.4646472,-0.037536693,,"3,330,910","2,662,242","1,189,490","4,269,380","4,428,748","4,288,830","4,450,652","4,230,946","3,745,400","3,731,380","3,622,110","3,292,456","2,727,378","1,999,948","1,977,306","1,825,556","2,019,575","1,256,952","1,286,233",n/a,"1,425,973","1,251,870","1,223,213","1,285,126","1,234,096","987,253"
Bromborough,England,Merseyside,Merseyrail,No,,,53.32184954,-2.986895855,,"526,550","440,912","178,264","709,022","635,082","594,140","610,300","645,174","624,938","586,486","823,694","877,304","880,082","841,946","879,634","310,014","296,783","305,026","301,801",n/a,"259,306","284,993","299,835","317,263","304,782","286,970"
Bromborough Rake,England,Merseyside,Merseyrail,No,,,53.32990938,-2.989469421,,"213,484","231,066","110,834","355,030","311,362","259,406","271,634","298,204","306,796","297,856","385,890","407,562","396,530","375,418","399,160","141,253","132,055","127,666","128,266",n/a,"102,514","100,902","108,533","126,518","120,920","107,393"
Bromley Cross,England,Greater Manchester,Northern,No,,,53.61404301,-2.410899114,,"239,014","211,250","73,988","412,582","328,540","311,432","360,602","291,754","371,452","386,130","381,002","398,770","341,800","322,000","315,846","221,853","210,875","226,008","214,088",n/a,"177,281","168,787","168,845","162,910","135,550","145,200"
Bromley north,England,London (City Of),Southeastern,No,,,51.40832599,0.016992636,,"179,896","149,850","63,164","449,106","505,472","468,910","497,248","536,856","661,088","627,930","635,062","647,300","624,124","604,860","626,524","664,713","632,751","471,533","528,586",n/a,"481,250","416,902","372,471","384,380","361,748","327,613"
Bromley South,England,London (City Of),Southeastern,No,,,51.39997458,0.017344028,,"5,543,296","4,599,346","2,024,926","7,973,572","8,368,348","8,551,676","8,532,022","8,317,456","7,381,458","6,869,016","6,013,790","5,867,108","5,763,662","5,537,642","5,796,166","6,048,342","5,735,906","4,474,726","4,573,542",n/a,"4,709,254","4,755,186","4,822,569","4,796,642","4,664,573","3,933,202"
Bromsgrove,England,Worcestershire,West Midlands Railway,No,,,52.32228798,-2.047345242,,"513,174","415,268","133,276","790,432","752,792","690,894","644,350","619,880","569,210","570,994","539,826","523,036","465,208","440,578","425,842","230,081","206,546","210,385","172,859",n/a,"138,716","118,411","100,925","93,385","150,744","75,038"
Brondesbury,England,London (City Of),London Overground,No,,,51.54516432,-0.202308734,,"2,178,718","1,976,694","1,152,038","2,569,112","2,761,092","2,558,250","2,657,888","2,709,888","2,809,910","2,722,376","2,247,222","1,782,514","1,171,504","769,270","836,930","1,115,898","1,126,408","287,849","248,142",n/a,"428,563","405,103","414,023","428,671","393,162","153,253"
Brondesbury Park,England,London (City Of),London Overground,No,,,51.54069776,-0.210127665,,"893,576","767,208","392,764","1,023,300","1,121,536","1,085,330","1,045,944","1,048,556","1,838,742","1,789,902","1,379,112","1,113,282","741,434","519,680","627,316","847,000","906,296","125,507","110,050",n/a,"191,060","168,116","163,538","156,599","132,893","57,203"
Brookmans Park,England,Hertfordshire,GTR,No,,,51.7210604,-0.204548729,,"219,546","151,432","49,302","230,002","233,128","233,566","243,808","240,784","230,090","227,474","220,568","209,080","203,654","191,500","198,784","185,759","167,346","150,325","143,537",n/a,"136,394","126,291","124,480","126,745","123,361","113,379"
Brookwood ,England,Surrey,South Western Railway,No,,,51.30375726,-0.6357479,,"723,386","551,946","204,918","963,736","1,035,048","1,016,384","967,406","995,142","989,826","966,250","940,704","934,368","912,268","891,976","896,710","888,411","757,006","694,226","679,893",n/a,"628,572","622,892","642,096","642,562","627,929","601,923"
Broome,England,Shropshire,Transport for Wales,No,,,52.4227746,-2.885207962,,622,452,34,"1,040","1,118","1,150",782,"1,564","2,530","1,990","1,620","1,472","1,642","1,622","1,830","1,614","1,925","1,600","1,687",n/a,"2,829","2,087","1,684","1,493","1,317","1,849"
Broomfleet,England,East Riding of Yorkshire,Northern,No,,,53.7402077,-0.6718284,,790,586,280,864,716,"1,400","1,426","1,364","1,304","1,326","1,608","1,562","2,106","2,572","2,494","2,190","2,236","2,307","2,912",n/a,"3,729","3,998","3,342","2,719","2,644","3,124"
Brora,Scotland,Highland,ScotRail,No,,,58.01295468,-3.852283674,,"4,594","4,722",648,"6,354","6,992","5,994","5,616","5,524","5,616","6,380","5,556","5,164","5,780","5,614","4,660","3,723","3,277","3,483","3,462",n/a,"4,024","3,873","4,261","4,824","4,250","4,226"
Brough,England,East Riding of Yorkshire,Transpennine Express,No,,,53.72695974,-0.578724237,,"417,312","361,246","88,780","457,598","458,664","467,858","443,708","405,072","374,454","372,140","356,454","342,466","340,442","343,454","357,460","355,419","341,722","311,927","290,929",n/a,"248,508","233,830","220,413","226,063","210,508","208,498"
Broughty Ferry,Scotland,Dundee City,ScotRail,No,,,56.46716324,-2.873152757,,"84,268","76,182","21,720","91,678","57,454","43,330","40,718","43,276","41,246","34,970","23,180","9,288","5,362","5,570","5,918","6,277","6,271","4,996","4,943",n/a,"5,237","5,183","4,049","4,743","5,389","6,226"
Broxbourne,England,Hertfordshire,Greater Anglia,No,,,51.74690872,-0.011086724,,"1,376,250","1,140,532","389,060","1,856,654","1,915,332","1,872,322","1,837,884","1,780,328","1,707,972","1,630,470","1,605,960","1,431,442","1,340,234","1,340,338","1,452,982","1,495,519","1,394,165","1,334,843","1,367,328",n/a,"1,355,293","1,336,016","1,281,423","1,252,146","1,178,318","1,145,144"
Bruce Grove,England,London (City Of),London Overground,No,,,51.59395754,-0.06986707,,"999,148","831,698","407,136","1,116,160","1,111,886","1,103,798","1,100,662","990,150","581,492","530,676","473,466","444,106","361,626","311,398","339,786","396,464","296,050","152,833","158,704",n/a,"183,756","188,829","178,625","185,441","202,196","113,733"
Brundall,England,Norfolk,Greater Anglia,No,,,52.61947944,1.439298687,,"92,068","83,006","33,282","89,742","97,164","99,930","108,202","104,734","98,472","92,892","94,554","88,986","90,594","86,738","89,204","92,143","53,081","48,504","49,643",n/a,"50,382","66,995","60,158","51,635","42,253","37,022"
Brundall Gardens,England,Norfolk,Greater Anglia,No,,,52.62343928,1.418416123,,"14,558","11,358","9,318","9,408","12,248","14,022","14,360","12,176","11,482","10,534","12,144","10,964","11,010","10,720","11,096","9,178","4,903","5,350","4,514",n/a,"4,781","4,977","6,109","5,587","5,935","5,392"
Brunstane,Scotland,City of Edinburgh,ScotRail,No,,,55.94251409,-3.10098654,,"109,944","78,796","30,258","171,772","178,068","177,290","162,074","165,978","164,532","159,584","144,182","132,806","128,932","134,284","135,150","109,543","121,752","119,922","90,025",n/a,"66,611",:,:,:,:,:
Brunswick,England,Merseyside,Merseyrail,No,,,53.38324354,-2.976077358,,"782,698","696,788","311,496","1,273,262","1,128,162","1,032,192","1,037,186","929,958","871,856","829,356","908,670","1,007,874","963,252","979,312","1,061,698","442,711","410,813","407,134","352,854",n/a,"224,476","213,614","247,502","238,042","165,777","6,566"
Bruton,England,Somerset,Great Western Railway,No,,,51.11164122,-2.447073814,,"46,238","40,688","12,308","48,818","42,798","41,364","40,660","36,950","34,096","32,088","30,078","27,364","25,544","25,576","23,444","18,520","19,369","18,449","17,167",n/a,"14,706","16,407","15,731","15,718","15,456","14,568"
Bryn,England,Greater Manchester,Northern,No,,,53.49986917,-2.647213995,,"83,486","85,596","33,044","172,300","160,748","153,272","154,298","150,632","147,932","165,120","172,428","177,166","150,960","128,994","112,896","90,250","92,213","84,850","79,638",n/a,"67,348","80,614","78,332","72,791","55,351","47,129"
Buckenham,England,Norfolk,Greater Anglia,No,,,52.59773429,1.470325225,,354,300,98,212,216,202,122,134,88,80,72,100,106,154,132,97,22,29,39,n/a,48,41,22,33,23,30
Buckley,Wales,Sir y Fflint - Flintshire,Transport for Wales,No,,,53.16303909,-3.055926191,,"30,328","22,338","6,094","41,874","40,504","41,008","47,776","48,430","51,684","50,544","52,100","52,404","51,472","48,364","43,038","40,658","36,328","33,887","40,381",n/a,"41,392","38,682","40,046","35,885","28,782","26,471"
Bucknell,England,Shropshire,Transport for Wales,No,,,52.35738204,-2.947378319,,"3,044","2,132",566,"3,468","3,758","4,324","5,516","5,696","8,340","5,806","5,478","4,486","4,228","3,798","3,482","6,206","5,878","5,480","5,358",n/a,"4,321","4,634","4,563","4,652","4,782","5,444"
Buckshaw Parkway,England,Lancashire,Northern,No,,,53.67334366,-2.660830271,,"340,256","268,160","74,406","455,016","366,486","350,390","353,688","303,892","290,266","273,856","225,250","91,630",N/A,N/A,N/A,N/A,N/A,N/A,N/A,n/a,N/A,N/A,N/A,N/A,N/A,N/A
Bugle,England,Cornwall,Great Western Railway,No,,,50.40035482,-4.792101445,,"6,620","6,390","2,412","4,794","5,616","4,766","4,462","4,342","5,554","6,810","6,762","5,902","3,650","3,694","2,508","1,557","1,691","1,661","1,362",n/a,836,943,"1,042","1,262","1,385",983
Builth Road,Wales,Powys - Powys,Transport for Wales,No,,,52.16932609,-3.42703323,,"3,914","2,336",246,"6,548","7,132","7,458","7,672","8,244","8,054","8,340","9,526","9,028","9,124","9,730","11,524","11,114","8,564","7,632","8,530",n/a,"7,000","4,039","6,488","6,529","6,739","6,387"
Bulwell,England,Nottinghamshire,East Midlands Railway,No,,,52.99969578,-1.196230564,,"56,336","43,504","20,138","68,852","68,178","61,116","59,632","57,716","50,952","46,592","54,060","52,836","48,162","48,842","39,084","39,923","50,414","59,173","62,021",n/a,"104,536","108,546","119,862","113,709","116,034","120,412"
Bures,England,Essex,Greater Anglia,No,,,51.97115903,0.769143781,,"45,068","35,712","8,626","58,024","60,432","58,680","62,838","61,586","60,450","60,172","57,632","53,942","51,370","49,216","50,532","48,383","49,391","48,479","47,980",n/a,"46,733","46,956","45,183","50,131","41,496","37,882"
Burgess Hill,England,West Sussex,GTR,No,,,50.9536546,-0.127412853,,"1,467,092","1,196,942","528,358","1,945,504","1,838,748","1,819,764","1,807,568","1,890,062","1,783,438","1,756,326","1,745,474","1,721,420","1,645,870","1,517,066","1,580,188","1,545,687","1,393,758","1,345,230","1,328,091",n/a,"1,254,201","1,265,798","1,256,898","1,334,889","1,282,795","1,248,748"
Burley Park,England,West Yorkshire,Northern,No,,,53.81203111,-1.577767689,,"569,020","512,696","174,424","686,932","694,704","736,242","739,308","697,856","638,718","585,712","557,234","652,976","632,112","544,494","543,040","406,082","426,469","400,181","327,259",n/a,"216,206","178,777","215,232","274,117","248,080","238,271"
Burley-in-Wharfedale,England,West Yorkshire,Northern,No,,,53.9081517,-1.753372115,,"465,246","376,438","171,636","489,442","495,522","497,322","510,760","487,484","464,898","434,066","424,584","445,444","441,078","396,738","393,784","323,560","324,656","315,034","308,283",n/a,"222,793","212,993","224,116","230,733","215,761","200,862"
